,id,transcription,gloss,translation,start,end,comment,author,binom,notbinom,*binom,*notbinom,com_type,companion,ins-participant
68,RGD_20230708@TK_3,rəjwəɬʔ-e qaamkən ∅-jʔo-ni-n ɣe-ʔəttʔə-ma,пасти.оленей.ночью-attr-ins отбившийся.кусок 2/3.s/a-догонять-3sg.a.3.o-3sg.o сom-собака-sim,Дежурный с собакой догнал кусок стада,00:18:36.524,00:18:42.404,"#бином Произносила я, выделяя rəjwəɬʔə-N. Ему ок. Когда собаку перенесла в конец, он исправил на rəjwəɬʔ-e.",RGD,True,,,,rəjwəɬʔ-e qaamkən ∅-jʔo-ni-n ɣe-ʔəttʔə-ma,пасти.оленей.ночью,пасти.оленей.ночью-attr
69,RGD_20230708@TK_4,rəjwəɬʔ-e (*/rəjwəɬʔə-n) ∅-jʔo-ni-n qaamkən ɣ-ʔəttʔə-ma,пасти.оленей.ночью-attr-ins (*/пасти.оленей.ночью-attr-nom.sg) 2/3.s/a-догонять-3sg.a.3.o-3sg.o отбившийся.кусок сom-собака-sim,Дежурный с собакой догнал кусок стада.,00:18:58.464,00:19:04.794,,RGD,,,,,rəjwəɬʔ-e (*/rəjwəɬʔə-n) ∅-jʔo-ni-n qaamkən ɣ-ʔəttʔə-ma,пасти.оленей.ночью,пасти.оленей.ночью-attr
70,RGD_20230708@TK_5,qɬawəɬ-a ∅-jʔo-ni-n qaamkən ɣ-ʔəttʔə-ma,мужчина-ins 2/3.s/a-догонять-3sg.a.3.o-3sg.o отбившийся.кусок сom-собака-sim,Мужчина догнал кусок стада с собакой.,00:19:16.930,00:19:26.330,,RGD,,,,,qɬawəɬ-a ∅-jʔo-ni-n qaamkən ɣ-ʔəttʔə-ma,,мужчина
71,RGD_20230708@TK_6,mikə-ne ɣa-jʔo-ɬin qaamkən ɣ-ʔəttʔə-ma?,кто-ins pf-догонять-pf.3sg отбившийся.кусок сom-собака-sim,Кто догнал кусок стада с собакой?,00:19:39.780,00:19:48.720,,RGD,,,,,mikə-ne ɣa-jʔo-ɬin qaamkən ɣ-ʔəttʔə-ma?,,кто
72,RGD_20230708@TK_7,rəjwəɬʔ-e ɣ-ʔəttʔə-ma ∅-jʔo-ni-n qaamkən,пасти.оленей.ночью-attr-ins сom-собака-sim 2/3.s/a-догонять-3sg.a.3.o-3sg.o отбившийся.кусок,Дежурный с собакой догнал кусок стада.,00:20:04.890,00:20:10.109,"Ответ на вопрос ""кто догнал кусок стада с собакой"".",RGD,,,,,rəjwəɬʔ-e ɣ-ʔəttʔə-ma ∅-jʔo-ni-n qaamkən,пасти.оленей.ночью,пасти.оленей.ночью-attr
73,RGD_20230708@TK_8,rəjwəɬʔ-e ɣ-ʔəttʔə-ma ∅-jʔo-ni-n qaamkən,пасти.оленей.ночью-attr-ins сom-собака-sim 2/3.s/a-догонять-3sg.a.3.o-3sg.o отбившийся.кусок,С собакой дежурный догнал кусок стада.,00:20:36.100,00:20:44.609,#запретнабином,RGD,,,True,,rəjwəɬʔ-e ɣ-ʔəttʔə-ma ∅-jʔo-ni-n qaamkən,пасти.оленей.ночью,пасти.оленей.ночью-attr
74,RGD_20230708@TK_9,ɣ-ʔəttʔə-ma rəjwəɬʔə-n ∅-jet-ɣʔ-i qaamk-etə,сom-собака-sim пасти.оленей.ночью-attr-nom.sg 2/3.s/a-приходить-th-2/3sg.s отбившийся.кусок-dat,Дежурный с собакой пришёл к стаду.,00:20:47.770,00:20:52.010,,RGD,,,,,ɣ-ʔəttʔə-ma rəjwəɬʔə-n ∅-jet-ɣʔ-i qaamk-etə,пасти.оленей.ночью,
75,RGD_20230708@TK_10,*rəjwəɬʔə-n ɣ-ʔəttʔə-ma wa-ma ∅-jʔo-ni-n qaamkən,*пасти.оленей.ночью-attr-nom.sg сom-собака-sim быть-sim 2/3.s/a-догонять-3sg.a.3.o-3sg.o отбившийся.кусок,"Дежурный, будучи с собакой, догнал кусок стада.",00:21:02.510,00:21:08.800,"""Чуть-чуть нескладно с wama""",RGD,,,,,*rəjwəɬʔə-n ɣ-ʔəttʔə-ma wa-ma ∅-jʔo-ni-n qaamkən,*пасти.оленей.ночью,
76,RGD_20230708@TK_11,rəjwəɬʔ-e ɣ-ʔəttʔə-ma ənan ∅-jʔo-ni-n qaamkən,пасти.оленей.ночью-attr-ins сom-собака-sim он.ins 2/3.s/a-догонять-3sg.a.3.o-3sg.o отбившийся.кусок,Дежурный с собакой догнал кусок стада.,00:21:25.335,00:21:30.005,"#важно #небином ""так тоже нормально"" Я породила ""rəjwəɬʔə-n ɣ-ʔəttʔə-ma ənan ∅-jʔo-ni-n qaamkən"", он никак не оценил, сказал вот это предложение""",RGD,,True,,,rəjwəɬʔ-e ɣ-ʔəttʔə-ma ənan ∅-jʔo-ni-n qaamkən,пасти.оленей.ночью,пасти.оленей.ночью-attr
77,RGD_20230708@TK_12,ŋewəsqet-e ∅-winre-ni-n ənpə-ŋew,девушка-ins 2/3.s/a-помогать-3sg.a.3.o-3sg.o старый-fem,Девушка помогла старухе,00:22:06.870,00:22:09.440,,RGD,,,,,ŋewəsqet-e ∅-winre-ni-n ənpə-ŋew,,девушка
78,RGD_20230708@TK_13,∅-jəto-ni-n,2/3.s/a-вынимать-3sg.a.3.o-3sg.o,"Спасла, вытащила",00:22:43.480,00:22:44.900,,RGD,,,,,∅-jəto-ni-n,,
79,RGD_20230708@TK_14,ɣa-wetɣaw-joɬɣə-ma ∅-jəto-ni-n ənpə-ŋew,com-говорить-cont-sim 2/3.s/a-вынимать-3sg.a.3.o-3sg.o старый-fem,С телефоном вытащила старуху (старуха с телефоном),00:23:11.770,00:23:15.270,"""Тут чуть-чуть непонятно и чуть-чуть нескладно как-то, как бы её с разговорником. Наверно, так не говорят.""",RGD,,,,,ɣa-wetɣaw-joɬɣə-ma ∅-jəto-ni-n ənpə-ŋew,говорить-cont,
80,RGD_20230708@TK_15,ŋewəsqet wetɣaw-joɬɣə-ɬʔə-n ∅-jəto-ni-n ŋewʔen-jərʔə-n,девушка говорить-cont-attr-nom.sg 2/3.s/a-вынимать-3sg.a.3.o-3sg.o жена-содержимое-nom.sg,Девушка с телефоном спасла женщину.,00:24:31.980,00:24:38.400,#бином Между ИГи остальным пауза,RGD,True,,,,ŋewəsqet wetɣaw-joɬɣə-ɬʔə-n ∅-jəto-ni-n ŋewʔen-jərʔə-n,говорить-cont,
81,RGD_20230708@TK_16,katʲa ∅-wetɣaw-joɬɣə-tko-ɣʔ-e ŋewəsqet,катя 2/3.s/a-говорить-cont-iter-th-2/3sg.s девушка,Катя. Позвонила девушка,00:24:47.660,00:24:50.680,"Кати никакой в контексте не было. Только если девушку, вызвавшую вертолёт, реально звали Катей",RGD,,,,,katʲa ∅-wetɣaw-joɬɣə-tko-ɣʔ-e ŋewəsqet,,
82,RGD_20230708@TK_17,ənkʔam ∅-jəto-ni-n ŋewəsqet,и 2/3.s/a-вынимать-3sg.a.3.o-3sg.o девушка,То есть помогла девушке,00:24:57.630,00:24:59.900,,RGD,,,,,ənkʔam,,
83,RGD_20230708@TK_18,quŋəsɣə-ɬʔ-e na-n-sarejpa-t-na-t məsəkwə-t,озорной-attr-ins low.a-tr-пачкать-vb-3sg.o-pl рубашка-pl,Хулиганы испачкали рубашки.,00:25:54.960,00:25:58.390,,RGD,,,,,quŋəsɣə-ɬʔ-e na-n-sarejpa-t-na-t məsəkwə-t,озорной,озорной-attr
84,RGD_20230708@TK_19,quŋəsɣə-ɬʔə-n əməɬʔo na-n-sarejpa-t-na-t məsəkwə-t,озорной-attr-nom весь low.a-tr-пачкать-vb-3sg.o-pl рубашка-pl,Хулиганы всем рубашки испачкали,00:26:28.400,00:26:30.940,#бином без всего,RGD,True,,,,quŋəsɣə-ɬʔə-n əməɬʔo na-n-sarejpa-t-na-t məsəkwə-t,озорной,
85,RGD_20230708@TK_20,(*ətɬeŋju-t) / ətɬeŋju-te ne-ʔejŋew-n ɣa-saket-ta əmmemə,(*младший.брат-pl) / младший.брат-ins low.a-звать-3sg.o com-сестра-ins   мама,Братья с сестрой позвали маму.,00:27:02.985,00:27:08.495,"#запретнабином Я сказала nom, он исправил на ins. Но предложил всё же про сестру сестру сразу сказать - ətɬeŋju-te ɣa-saket-ta",RGD,,,True,,(*ətɬeŋju-t) / ətɬeŋju-te ne-ʔejŋew-n ɣa-saket-ta əmmemə,сестра,младший.брат
86,RGD_20230708@TK_21,ətɬeŋju ɣa-saket-ta ne-ʔejŋew-n əmmemə,младший.брат com-сестра-ins low.a-звать-3sg.o мама,Брат с сестрой позвали маму.,00:27:42.580,00:27:46.520,"Номинатив - ətɬeŋi, ətɬeŋin, ətɬeŋjun. Инструменталис - ətɬeŋju-te. А здесь интересня форма. Нужно проверить, как RGD говорит nom и ins.",RGD,,,,,ətɬeŋju ɣa-saket-ta ne-ʔejŋew-n əmmemə,сестра,
87,RGD_20230708@TK_22,ətɬəɣ-e / (??ətɬəɣə-n) ɣ-ekke-te ne-tejkə-ɣʔe-n orwoor,отец-ins / (??отец-nom.sg) com-сын-ins low.a-делать-th-3sg.o нарты,Отец с сыном нарты починил.,00:28:27.160,00:28:31.420,"#небином Я: можно nom? Он: можно, но лучше ins.",RGD,,True,,,ətɬəɣ-e / (??ətɬəɣə-n) ɣ-ekke-te ne-tejkə-ɣʔe-n orwoor,сын,отец
88,RGD_20230708@TK_23,e-ʔequ-simɣʔu-k-e,car-bad-думать-car-ins,Не переживай!,00:29:45.290,00:29:46.800,,RGD,,,,,e-ʔequ-simɣʔu-k-e,bad-думать,
89,RGD_20230708@TK_24,pʔoŋə-t ∅-ena-n-kasʔara-w-at-ɣʔə-t ʔəttʔə-k,гриб-nom.pl 2/3.s/a-inv-tr-радовать-cs-vb-th-pl собака-loc,Грибы порадовали собаку.,00:30:48.190,00:30:57.740,,RGD,,,,,pʔoŋə-t ∅-ena-n-kasʔara-w-at-ɣʔə-t ʔəttʔə-k,,
90,RGD_20230708@TK_25,ɣəm tə-kasʔara-wə-k pʔoŋ-etə ənkʔam uunʔ-etə,я 1sg.s.a-радовать-cs-1sg.s гриб-dat и ягода-dat,Я порадовалась грибам и ягодам.,00:32:21.860,00:32:25.445,,RGD,,,,,ənkʔam,,
92,RGD_20230708@TK_27,eqəɬpe ∅-re-ɬʔu-ni-n nute-keɬi-k ramaj,быстро 2/3.s/a-fut-видеть-3sg.a.3.o-3sg.o страна-книга посёлок,На карте быстро найдёт посёлок.,00:47:49.230,00:47:54.316,,RGD,,,,,eqəɬpe ∅-re-ɬʔu-ni-n nute-keɬi-k ramaj,,
93,RGD_20230708@TK_28,ʔorawetɬʔa-ta ɣa-nota-kaɬe-ma eqəɬpe ∅-re-ɬʔu-ni-n ramaj,человек-ins com-страна-книга-sim быстро 2/3.s/a-fut-видеть-3sg.a.3.o-3sg.o посёлок,Человек с картой быстро найдёт посёлок.,00:48:25.370,00:48:35.645,"До этого произносил и с биномом, но с паузами и с запинками. Но вроде решил, что ins лучше.",RGD,,,,,ʔorawetɬʔa-ta ɣa-nota-kaɬe-ma eqəɬpe ∅-re-ɬʔu-ni-n ramaj,страна-книга,человек
96,KTV_20230702@TK_1,ʔaasek-a ɣa-təŋesʔə-ma jaɣna-ni-n (sinit-kin) keɬi-nə-ɣjiw-etə-ɬʔə-n,парень-ins com-цветок-sim встречать-3sg.a.3sg.o-3sg.o сам-rel писать-tr-знак-vb-attr-nom.sg,Парень с цветами встретил (свою) учительницу,00:00:20.080,00:00:27.630,#запретнабином Я: Можно ʔaasek-a ɣa-təŋesʔə-ma? Она: Лучше ʔaasek-a.,KTV,,,True,,ʔaasek-a ɣa-təŋesʔə-ma jaɣna-ni-n (sinit-kin) keɬi-nə-ɣjiw-etə-ɬʔə-n,цветок,парень
97,KTV_20230702@TK_2,taɣaŋ-o ɬəŋ-jo-t kenti-t,желание-equ ptcp.pass-pl конфета-pl,Любимые конфеты,00:02:00.945,00:02:03.185,teɣjeŋ - желание,KTV,,,,,taɣaŋ-o ɬəŋ-jo-t kenti-t,,
98,KTV_20230702@TK_3,ɬɣi-teŋ-kenti-t,ints-good-конфета-pl,Любимые конфеты,00:02:17.975,00:02:20.195,,KTV,,,,,ɬɣi-teŋ-kenti-t,,
99,KTV_20230702@TK_4,əɬɣu ɬəŋ-jo-t,любимый считать-ptcp.pass-pl,Любимые,00:02:52.505,00:02:54.285,Скорее про внучек и родных,KTV,,,,,əɬɣu ɬəŋ-jo-t,,
100,KTV_20230702@TK_5,ŋe-ekek-qa-e ∅-kun-ni-ne-t teŋ-kenti-t,fem-сын-dim-ins 2/3.s/a-покупать-3sg.a.3sg.o-3sg.o-pl good-конфета-pl,Девочка купила вкусные конфеты.,00:03:33.445,00:03:39.775,,KTV,,,,,ŋe-ekek-qa-e ∅-kun-ni-ne-t teŋ-kenti-t,,fem-сын-dim
101,KTV_20230702@TK_6,ŋe-ekek-qa-e ∅-kun-ni-ne-t sinit-kin teŋ-u ɬəŋ-jo-t kenti-t,fem-сын-dim-ins 2/3.s/a-покупать-3sg.a.3sg.o-3sg.o-pl сам-rel good-equ считать-ptcp.pass-pl конфета-pl,Девочка купила свои любимые конфеты.,00:05:13.520,00:05:23.920,,KTV,,,,,ŋe-ekek-qa-e ∅-kun-ni-ne-t sinit-kin teŋ-u ɬəŋ-jo-t kenti-t,,fem-сын-dim
102,KTV_20230702@TK_7,ŋe-ekek-qa-e ∅-kun-ni-ne-t sinit-kin teŋ-u ɬəŋ-jo-t kenti-t,fem-сын-dim-ins 2/3.s/a-покупать-3sg.a.3sg.o-3sg.o-pl сам-rel good-equ считать-ptcp.pass-pl конфета-pl,Девочка и её старший брат купили своих любимых конфет.,00:06:42.090,00:07:10.670,"Она сказала так, я повторила так, она одобрила. Потом я: ""Вот так лучше или ŋe-ekek-qa-e ənkʔam ənineɬʔ-e? Она: правильнее ŋe-ekek-qa-e ənkʔam ənineɬʔ-e. #бином?",KTV,True,,,,ŋe-ekek-qa-e ∅-kun-ni-ne-t sinit-kin teŋ-u ɬəŋ-jo-t kenti-t,,fem-сын-dim
103,KTV_20230702@TK_8,"ukkensi, wətəsɣən","дождевик, камлейка","Дождевик, камлейка.",00:22:12.970,00:22:14.140,,KTV,,,,,"ukkensi, wətəsɣən",,
104,KTV_20230702@TK_9,mmeme-ne n-in-iw-qin ənŋe a-nto-k-a ənqen ∅-iɬetə-rkən ∅-iɬe-rʔu-ɣʔ-i,мама-an.ins st-inv-сказать-st.3sg proh car-выходить-car-ins det 2/3.s/a-идти.дождю-ipfv 2/3.s/a-дождь-distr.s-th-2/3sg.s,"Мама сказала: ""Не ходи, дождь идёт, дождь начался"".",00:22:35.020,00:22:43.800,,KTV,,,,,mmeme-ne n-in-iw-qin ənŋe a-nto-k-a ənqen ∅-iɬetə-rkən ∅-iɬe-rʔu-ɣʔ-i,выходить,мама
105,KTV_20230702@TK_10,ɣəm-nan t-ik-wʔe-n ukkensi-te ([a-]∅-r-ine...) iwke t-r-okkansejpə-ɣʔa,я-ins 1sg.s/a-сказать-th-3sg.o дождевик-ins (2/3.s/a-fut-inv-...) opt 1sg.s/a-fut-надевать.плащ-th,"Я говорю: ""Дождевик (меня защитит), я надену дождевик"".",00:23:03.020,00:23:14.430,,KTV,,,,,ɣəm-nan t-ik-wʔe-n ukkensi-te ([a-]∅-r-ine...) iwke t-r-okkansejpə-ɣʔa,,я
106,KTV_20230702@TK_11,ənkʔam qərəm m-itqəjek-wʔe(-k),и neg.fut 1sg.s/a.subj-промокать-th-1sg.s,И не буду мокрой.,00:24:52.970,00:24:57.530,,KTV,,,,,ənkʔam,,
107,KTV_20230702@TK_12,qə-nto-ɣ-e,2.s/a.subj-выходить-irr-2/3sg.s,Уходи,00:25:19.363,00:25:20.260,,KTV,,,,,qə-nto-ɣ-e,,
109,KTV_20230710@TK_2,muri (*/morɣə-nan) ɣa-ŋaw-ətɬəw-qaj-a mətə-n-qametwa-w-n remkəɬʔə-n,мы (*/мы-ins) com-fem-внук-dim-ins 1pl.s/a-tr-есть-cs-3sg.o   гость-nom.sg,Мы с внучкой накормили гостя,00:03:53.009,00:03:58.919,"#бином #запретнанебином Я сказала с ins. Она: можно. Стала проговариватть: ""Нет, лучше мы, muri"".",KTV,True,,,True,muri (*/morɣə-nan) ɣa-ŋaw-ətɬəw-qaj-a mətə-n-qametwa-w-n remkəɬʔə-n,fem-внук-dim,(*/мы
110,KTV_20230710@TK_3,ɣa-ŋaw-ətɬəw-qaj-a ?muri (?/morɣə-nan) mətə-n-qametwa-w-n remkəɬʔə-n,com-fem-внук-dim-ins ?мы (?/мы-ins) 1pl.s/a-tr-есть-cs-3sg.o   гость-nom.sg,С внучкой мы накормили гостя.,00:05:17.300,00:05:23.210,"Сказала, что можно. Но не повторила. Я просила повторить, сказала с обычным порядком. Ей больше нравится без местоимения.",KTV,,,,,ɣa-ŋaw-ətɬəw-qaj-a ?muri (?/morɣə-nan) mətə-n-qametwa-w-n remkəɬʔə-n,fem-внук-dim,(?/мы
111,KTV_20230710@TK_4,remkəɬʔə-n mətə-n-qametwa-w-n muri (*/morɣə-nan) ɣa-ŋaw-ətɬəw-qaj-a,гость-nom.sg 1pl.s/a-tr-есть-cs-3sg.o мы (*/мы-ins)   com-fem-внук-dim-ins,Гостя накормили мы с внучкой.,00:06:14.631,00:06:26.840,"#бином #запретнанебином ""Тут morɣə-nan не получается"".",KTV,True,,,True,remkəɬʔə-n mətə-n-qametwa-w-n muri (*/morɣə-nan) ɣa-ŋaw-ətɬəw-qaj-a,fem-внук-dim,(*/мы
112,KTV_20230710@TK_5,*muri mətə-n-qametwa-w-n ɣa-ŋaw-ətɬəw-qaj-a remkəɬʔən,*мы 1pl.s/a-tr-есть-cs-3sg.o com-fem-внук-dim-ins гость-nom.sg,*Мы накормили с внучкой гостя.,00:07:07.710,00:07:15.021,"""Нескладно получается, morɣə-nan ɣa-ŋaw-ətɬəw-qaj-a, muri - это мы, а morɣə-nan - что именно мы с внучкой вместе"".",KTV,,,,,*muri mətə-n-qametwa-w-n ɣa-ŋaw-ətɬəw-qaj-a remkəɬʔən,fem-внук-dim,
113,KTV_20230710@TK_6,muri ənkʔam ŋaw-ətɬəw-qaj mətə-n-qametwa-w-n remkəɬʔə-n,мы и fem-внук-dim 1pl.s/a-tr-есть-cs-3sg.o гость-nom.sg,Мы и внучка (мы с внучкой) накормили гостя.,00:07:45.701,00:08:05.303,"Породила она. Я: тут 3+ человека? Она: нет, может быть, что я, внучка и всё. Я: мы (это >1) + внучка, то есть 3 человка минимум? Она: нет. Она: давай ещё усложним.",KTV,,,,,ənkʔam,fem-внук-dim,
114,KTV_20230710@TK_7,muri seekej ɣa-ŋaw-ətɬəw-qaj-a mətə-n-qametwa-w-n remkəɬʔə-n,мы вместе com-fem-внук-dim-ins 1pl.s/a-tr-есть-cs-3sg.o гость-nom.sg,Мы вместе с внучкой накормили гостя,00:08:59.513,00:09:14.058,"#бином Это калька с русского или реальность? (она сама сказала по-русски, потом перевела)",KTV,True,,,,muri seekej ɣa-ŋaw-ətɬəw-qaj-a mətə-n-qametwa-w-n remkəɬʔə-n,fem-внук-dim,
115,KTV_20230710@TK_8,ɣəm ənkʔam ŋaw-ətɬəw-qaj (*/ɣəm-nan ənkʔam ŋaw-ətɬəw-qaj-a) mətə-n-qametwa-w-n remkəɬʔən,я и fem-внук-dim (*/я-ins и fem-внук-dim-ins) 1pl.s/a-tr-есть-cs-3sg.o гость-nom.sg,Я с внучкой накормил(и|a) гостя.,00:10:39.424,00:10:51.556,"#бином Я: можно ɣəm ɣa-ŋaw-ətɬəw-qaj-a mətə-n-qametwa-w-n remkəɬʔən? Она поправила на это. Я: можно с ins? Она: неа, перебор.",KTV,True,,,,ənkʔam,fem-внук-dim,(*/я
116,KTV_20230710@TK_9,(*/muri) morɣə-nan mətə-n-qametwa-w-n remkəɬʔən ɣa-ŋaw-ətɬəw-qaj-a,(*/мы) мы-ins 1pl.s/a-tr-есть-cs-3sg.o гость-nom.sg   com-fem-внук-dim-ins,Мы накормили гостя с внучкой.,00:11:12.848,00:11:25.020,"Я сказала с muri, она запретила. Я сказала с morɣə-nan, ей понравилось. Я: а понятно, с кем внучка? Она: да, мы с внучкой. (я не очень верю)",KTV,,,,,(*/muri) morɣə-nan mətə-n-qametwa-w-n remkəɬʔən ɣa-ŋaw-ətɬəw-qaj-a,fem-внук-dim,мы
117,KTV_20230710@TK_10,qora-ɣənretə-ɬʔ-a (/qora-ɣənretə-ɬʔə-n) ɣe-ʔəttʔə-ma ∅-jʔo-ni-n qaamkən,олень-защищать-attr-ins (/олень-защищать-attr-nom.sg) com-собака-sim 2/3.s/a-догонять-3sg.a.3.o-3sg.o отбившийся.кусок,Пастух с собакой догнал кусок стада.,00:14:10.607,00:14:27.546,"#небином #бином Сказала с ins. Я спросила, можно ли с nom. Она сказала с nom, ей понравилось.",KTV,True,True,,,qora-ɣənretə-ɬʔ-a (/qora-ɣənretə-ɬʔə-n) ɣe-ʔəttʔə-ma ∅-jʔo-ni-n qaamkən,собака,олень-защищать-attr
118,KTV_20230710@TK_11,qaamkən ∅-jʔo-ni-n qora-ɣənretə-ɬʔ-a (*/qora-ɣənretə-ɬʔə-n) ɣe-ʔəttʔə-ma,отбившийся.кусок 2/3.s/a-догонять-3sg.a.3.o-3sg.o олень-защищать-attr-ins олень-защищать-attr-nom.sg com-собака-sim,Отбившийся кусок стада догнал пастух с пастух с собакой.,00:14:42.030,00:14:56.060,#запретнабином,KTV,,,True,,qaamkən ∅-jʔo-ni-n qora-ɣənretə-ɬʔ-a (*/qora-ɣənretə-ɬʔə-n) ɣe-ʔəttʔə-ma,собака,олень-защищать-attr
